"BehaviorSpace results (NetLogo 6.4.0)","Table version 2.0"
"Innovation on a Network.nlogo"
"virus-check-frequency 0-20"
"03/08/2024 14:57:08:846 +0300"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-20","20","-20","20"
"[run number]","number-of-nodes","initial-outbreak-size","gain-resistance-chance","virus-check-frequency","average-node-degree","virus-spread-chance","recovery-chance","[step]","count turtles with [infected?]","count links"
"128","50","4","20","2","3","5","5","408","0","0"
"127","50","4","20","2","3","5","5","553","0","0"
"125","50","4","20","2","3","5","5","337","0","0"
"131","50","4","20","2","3","5","5","411","0","0"
"126","50","4","20","2","3","5","5","410","0","0"
"130","50","4","20","2","3","5","5","425","0","0"
"133","50","4","20","2","3","5","5","408","0","0"
"134","50","4","20","2","3","5","5","468","0","0"
"132","50","4","20","2","3","5","5","297","0","0"
"135","50","4","20","2","3","5","5","449","0","0"
"137","50","4","20","2","3","5","5","349","0","0"
"136","50","4","20","2","3","5","5","344","0","0"
"138","50","4","20","2","3","5","5","696","0","0"
"129","50","4","20","2","3","5","5","468","0","0"
"140","50","4","20","2","3","5","5","450","0","0"
"139","50","4","20","2","3","5","5","294","0","0"
"144","50","4","20","2","3","5","5","372","0","0"
"143","50","4","20","2","3","5","5","435","0","0"
"142","50","4","20","2","3","5","5","478","0","0"
"145","50","4","20","2","3","5","5","340","0","0"
"146","50","4","20","2","3","5","5","364","0","0"
"141","50","4","20","2","3","5","5","460","0","0"
"147","50","4","20","2","3","5","5","672","0","0"
"150","50","4","20","2","3","5","5","361","0","0"
"148","50","4","20","2","3","5","5","296","0","0"
"153","50","4","20","3","3","5","5","49","38","57"
"151","50","4","20","3","3","5","5","741","0","0"
"149","50","4","20","2","3","5","5","708","0","0"
"154","50","4","20","3","3","5","5","481","0","0"
"152","50","4","20","3","3","5","5","485","0","0"
"156","50","4","20","3","3","5","5","560","0","0"
"158","50","4","20","3","3","5","5","363","0","0"
"157","50","4","20","3","3","5","5","733","0","0"
"159","50","4","20","3","3","5","5","555","0","0"
"155","50","4","20","3","3","5","5","694","0","0"
"162","50","4","20","3","3","5","5","407","0","0"
"160","50","4","20","3","3","5","5","631","0","0"
"165","50","4","20","3","3","5","5","122","38","54"
"164","50","4","20","3","3","5","5","627","0","0"
"161","50","4","20","3","3","5","5","966","0","0"
"166","50","4","20","3","3","5","5","830","0","0"
"167","50","4","20","3","3","5","5","755","0","0"
"163","50","4","20","3","3","5","5","949","0","0"
"168","50","4","20","3","3","5","5","776","0","0"
"169","50","4","20","3","3","5","5","101","38","51"
"171","50","4","20","3","3","5","5","63","38","51"
"174","50","4","20","3","3","5","5","494","0","0"
"170","50","4","20","3","3","5","5","774","0","0"
"173","50","4","20","3","3","5","5","710","0","0"
"175","50","4","20","3","3","5","5","510","0","0"
"172","50","4","20","3","3","5","5","815","0","0"
"178","50","4","20","3","3","5","5","516","0","0"
"177","50","4","20","3","3","5","5","546","0","0"
"179","50","4","20","3","3","5","5","436","0","0"
"176","50","4","20","3","3","5","5","844","0","0"
"181","50","4","20","3","3","5","5","769","0","0"
"180","50","4","20","3","3","5","5","822","0","0"
"184","50","4","20","3","3","5","5","129","38","53"
"182","50","4","20","3","3","5","5","870","0","0"
"183","50","4","20","3","3","5","5","706","0","0"
"185","50","4","20","3","3","5","5","683","0","0"
"187","50","4","20","3","3","5","5","546","0","0"
"189","50","4","20","3","3","5","5","82","38","46"
"188","50","4","20","3","3","5","5","667","0","0"
"192","50","4","20","3","3","5","5","432","0","0"
"190","50","4","20","3","3","5","5","553","0","0"
"191","50","4","20","3","3","5","5","1171","0","0"
"186","50","4","20","3","3","5","5","1026","0","0"
"195","50","4","20","3","3","5","5","123","38","47"
"193","50","4","20","3","3","5","5","561","0","0"
"196","50","4","20","3","3","5","5","520","0","0"
"194","50","4","20","3","3","5","5","603","0","0"
"198","50","4","20","3","3","5","5","627","0","0"
"197","50","4","20","3","3","5","5","570","0","0"
"200","50","4","20","3","3","5","5","729","0","0"
"202","50","4","20","4","3","5","5","1067","0","0"
"201","50","4","20","4","3","5","5","1185","0","0"
"203","50","4","20","4","3","5","5","1022","0","0"
"199","50","4","20","3","3","5","5","735","0","0"
"204","50","4","20","4","3","5","5","810","0","0"
"206","50","4","20","4","3","5","5","683","0","0"
"205","50","4","20","4","3","5","5","752","0","0"
"208","50","4","20","4","3","5","5","105","38","58"
"210","50","4","20","4","3","5","5","64","38","55"
"211","50","4","20","4","3","5","5","68","38","58"
"207","50","4","20","4","3","5","5","662","0","0"
"209","50","4","20","4","3","5","5","956","0","0"
"214","50","4","20","4","3","5","5","916","0","0"
"216","50","4","20","4","3","5","5","87","38","53"
"212","50","4","20","4","3","5","5","1039","0","0"
"218","50","4","20","4","3","5","5","74","38","43"
"213","50","4","20","4","3","5","5","1485","0","0"
"220","50","4","20","4","3","5","5","59","38","52"
"221","50","4","20","4","3","5","5","55","38","47"
"215","50","4","20","4","3","5","5","1109","0","0"
"217","50","4","20","4","3","5","5","950","0","0"
"224","50","4","20","4","3","5","5","57","39","54"
"219","50","4","20","4","3","5","5","1385","0","0"
"223","50","4","20","4","3","5","5","1118","0","0"
"222","50","4","20","4","3","5","5","967","0","0"
"225","50","4","20","4","3","5","5","622","0","0"
"226","50","4","20","4","3","5","5","745","0","0"
"227","50","4","20","4","3","5","5","975","0","0"
"228","50","4","20","4","3","5","5","991","0","0"
"230","50","4","20","4","3","5","5","1021","0","0"
"231","50","4","20","4","3","5","5","948","0","0"
"232","50","4","20","4","3","5","5","983","0","0"
"235","50","4","20","4","3","5","5","71","38","54"
"236","50","4","20","4","3","5","5","63","39","52"
"229","50","4","20","4","3","5","5","1246","0","0"
"237","50","4","20","4","3","5","5","70","38","53"
"233","50","4","20","4","3","5","5","752","0","0"
"234","50","4","20","4","3","5","5","1070","0","0"
"240","50","4","20","4","3","5","5","607","0","0"
"238","50","4","20","4","3","5","5","863","0","0"
"243","50","4","20","4","3","5","5","71","38","54"
"239","50","4","20","4","3","5","5","1289","0","0"
"241","50","4","20","4","3","5","5","746","0","0"
"245","50","4","20","4","3","5","5","115","38","55"
"247","50","4","20","4","3","5","5","80","39","54"
"242","50","4","20","4","3","5","5","1083","0","0"
"249","50","4","20","4","3","5","5","133","38","50"
"244","50","4","20","4","3","5","5","980","0","0"
"251","50","4","20","5","3","5","5","62","38","55"
"248","50","4","20","4","3","5","5","948","0","0"
"246","50","4","20","4","3","5","5","1146","0","0"
"250","50","4","20","4","3","5","5","885","0","0"
"254","50","4","20","5","3","5","5","947","0","0"
"253","50","4","20","5","3","5","5","948","0","0"
"255","50","4","20","5","3","5","5","566","0","0"
"257","50","4","20","5","3","5","5","66","38","52"
"252","50","4","20","5","3","5","5","1087","0","0"
"258","50","4","20","5","3","5","5","97","39","50"
"259","50","4","20","5","3","5","5","55","39","55"
"261","50","4","20","5","3","5","5","70","38","55"
"262","50","4","20","5","3","5","5","686","0","0"
"264","50","4","20","5","3","5","5","78","38","54"
"256","50","4","20","5","3","5","5","1240","0","0"
"265","50","4","20","5","3","5","5","46","38","55"
"260","50","4","20","5","3","5","5","866","0","0"
"263","50","4","20","5","3","5","5","1430","0","0"
"267","50","4","20","5","3","5","5","1228","0","0"
"270","50","4","20","5","3","5","5","59","38","52"
"268","50","4","20","5","3","5","5","860","0","0"
"266","50","4","20","5","3","5","5","1414","0","0"
"271","50","4","20","5","3","5","5","79","38","53"
"273","50","4","20","5","3","5","5","82","38","44"
"269","50","4","20","5","3","5","5","645","0","0"
"276","50","4","20","5","3","5","5","86","38","58"
"275","50","4","20","5","3","5","5","1590","0","0"
"274","50","4","20","5","3","5","5","1765","0","0"
"277","50","4","20","5","3","5","5","1437","0","0"
"272","50","4","20","5","3","5","5","1606","0","0"
"281","50","4","20","5","3","5","5","94","38","58"
"279","50","4","20","5","3","5","5","835","0","0"
"280","50","4","20","5","3","5","5","1390","0","0"
"282","50","4","20","5","3","5","5","81","38","59"
"285","50","4","20","5","3","5","5","49","38","57"
"278","50","4","20","5","3","5","5","1939","0","0"
"286","50","4","20","5","3","5","5","110","38","53"
"284","50","4","20","5","3","5","5","73","38","56"
"283","50","4","20","5","3","5","5","813","0","0"
"288","50","4","20","5","3","5","5","64","38","56"
"291","50","4","20","5","3","5","5","56","39","54"
"289","50","4","20","5","3","5","5","1249","0","0"
"290","50","4","20","5","3","5","5","1597","0","0"
"292","50","4","20","5","3","5","5","1264","0","0"
"287","50","4","20","5","3","5","5","1528","0","0"
"295","50","4","20","5","3","5","5","81","38","55"
"296","50","4","20","5","3","5","5","68","38","47"
"298","50","4","20","5","3","5","5","128","38","44"
"299","50","4","20","5","3","5","5","72","38","61"
"293","50","4","20","5","3","5","5","1154","0","0"
"301","50","4","20","6","3","5","5","104","38","49"
"294","50","4","20","5","3","5","5","1263","0","0"
"303","50","4","20","6","3","5","5","64","38","57"
"300","50","4","20","5","3","5","5","826","0","0"
"304","50","4","20","6","3","5","5","126","38","57"
"297","50","4","20","5","3","5","5","1258","0","0"
"305","50","4","20","6","3","5","5","67","38","60"
"308","50","4","20","6","3","5","5","12","0","0"
"307","50","4","20","6","3","5","5","154","38","46"
"309","50","4","20","6","3","5","5","67","38","53"
"310","50","4","20","6","3","5","5","62","38","57"
"311","50","4","20","6","3","5","5","65","38","57"
"312","50","4","20","6","3","5","5","87","38","57"
"313","50","4","20","6","3","5","5","117","38","60"
"315","50","4","20","6","3","5","5","115","38","52"
"316","50","4","20","6","3","5","5","58","38","57"
"306","50","4","20","6","3","5","5","1183","0","0"
"302","50","4","20","6","3","5","5","1947","0","0"
"318","50","4","20","6","3","5","5","116","38","56"
"317","50","4","20","6","3","5","5","675","0","0"
"319","50","4","20","6","3","5","5","1150","0","0"
"321","50","4","20","6","3","5","5","971","0","0"
"314","50","4","20","6","3","5","5","1259","0","0"
"323","50","4","20","6","3","5","5","49","38","52"
"320","50","4","20","6","3","5","5","1663","0","0"
"322","50","4","20","6","3","5","5","1115","0","0"
"327","50","4","20","6","3","5","5","60","38","62"
"326","50","4","20","6","3","5","5","1086","0","0"
"324","50","4","20","6","3","5","5","955","0","0"
"325","50","4","20","6","3","5","5","1406","0","0"
"328","50","4","20","6","3","5","5","1170","0","0"
"332","50","4","20","6","3","5","5","79","38","49"
"329","50","4","20","6","3","5","5","1090","0","0"
"331","50","4","20","6","3","5","5","1040","0","0"
"333","50","4","20","6","3","5","5","1005","0","0"
"335","50","4","20","6","3","5","5","222","38","54"
"337","50","4","20","6","3","5","5","53","38","57"
"334","50","4","20","6","3","5","5","1094","0","0"
"330","50","4","20","6","3","5","5","1150","0","0"
"340","50","4","20","6","3","5","5","163","38","49"
"341","50","4","20","6","3","5","5","43","38","48"
"336","50","4","20","6","3","5","5","730","0","0"
"343","50","4","20","6","3","5","5","50","38","49"
"338","50","4","20","6","3","5","5","1028","0","0"
"339","50","4","20","6","3","5","5","1125","0","0"
"345","50","4","20","6","3","5","5","126","38","54"
"347","50","4","20","6","3","5","5","1202","0","0"
"344","50","4","20","6","3","5","5","1802","0","0"
"342","50","4","20","6","3","5","5","1577","0","0"
"349","50","4","20","6","3","5","5","68","38","54"
"348","50","4","20","6","3","5","5","167","38","56"
"350","50","4","20","6","3","5","5","136","38","53"
"351","50","4","20","7","3","5","5","203","38","50"
"346","50","4","20","6","3","5","5","1557","0","0"
"355","50","4","20","7","3","5","5","82","38","65"
"353","50","4","20","7","3","5","5","105","38","54"
"356","50","4","20","7","3","5","5","139","38","55"
"358","50","4","20","7","3","5","5","54","38","57"
"359","50","4","20","7","3","5","5","107","38","57"
"360","50","4","20","7","3","5","5","1033","0","0"
"354","50","4","20","7","3","5","5","1567","0","0"
"352","50","4","20","7","3","5","5","2187","0","0"
"361","50","4","20","7","3","5","5","72","39","57"
"362","50","4","20","7","3","5","5","60","38","66"
"363","50","4","20","7","3","5","5","67","38","54"
"357","50","4","20","7","3","5","5","1922","0","0"
"367","50","4","20","7","3","5","5","102","38","57"
"366","50","4","20","7","3","5","5","1174","0","0"
"364","50","4","20","7","3","5","5","1519","0","0"
"369","50","4","20","7","3","5","5","78","38","57"
"365","50","4","20","7","3","5","5","1680","0","0"
"372","50","4","20","7","3","5","5","109","38","53"
"373","50","4","20","7","3","5","5","124","38","51"
"371","50","4","20","7","3","5","5","1104","0","0"
"370","50","4","20","7","3","5","5","1496","0","0"
"374","50","4","20","7","3","5","5","1452","0","0"
"368","50","4","20","7","3","5","5","2510","0","0"
"375","50","4","20","7","3","5","5","1953","0","0"
"379","50","4","20","7","3","5","5","72","38","58"
"380","50","4","20","7","3","5","5","62","38","57"
"381","50","4","20","7","3","5","5","124","38","49"
"377","50","4","20","7","3","5","5","1694","0","0"
"383","50","4","20","7","3","5","5","32","40","63"
"376","50","4","20","7","3","5","5","3000","1","0"
"385","50","4","20","7","3","5","5","67","38","58"
"386","50","4","20","7","3","5","5","106","38","56"
"384","50","4","20","7","3","5","5","1167","0","0"
"387","50","4","20","7","3","5","5","106","39","52"
"378","50","4","20","7","3","5","5","1811","0","0"
"388","50","4","20","7","3","5","5","141","38","47"
"391","50","4","20","7","3","5","5","138","38","54"
"392","50","4","20","7","3","5","5","118","39","49"
"390","50","4","20","7","3","5","5","105","38","47"
"382","50","4","20","7","3","5","5","2229","0","0"
"393","50","4","20","7","3","5","5","123","38","50"
"395","50","4","20","7","3","5","5","57","38","49"
"396","50","4","20","7","3","5","5","740","0","0"
"397","50","4","20","7","3","5","5","1282","0","0"
"389","50","4","20","7","3","5","5","2326","0","0"
"394","50","4","20","7","3","5","5","1080","0","0"
"400","50","4","20","7","3","5","5","67","38","61"
"402","50","4","20","8","3","5","5","62","38","54"
"401","50","4","20","8","3","5","5","150","38","49"
"398","50","4","20","7","3","5","5","1201","0","0"
"405","50","4","20","8","3","5","5","71","38","58"
"399","50","4","20","7","3","5","5","1876","0","0"
"407","50","4","20","8","3","5","5","70","38","51"
"404","50","4","20","8","3","5","5","1396","0","0"
"408","50","4","20","8","3","5","5","205","38","42"
"406","50","4","20","8","3","5","5","1878","0","0"
"403","50","4","20","8","3","5","5","1800","0","0"
"412","50","4","20","8","3","5","5","95","38","51"
"411","50","4","20","8","3","5","5","91","38","59"
"413","50","4","20","8","3","5","5","114","38","54"
"414","50","4","20","8","3","5","5","90","38","50"
"416","50","4","20","8","3","5","5","160","38","48"
"417","50","4","20","8","3","5","5","98","38","53"
"418","50","4","20","8","3","5","5","131","38","52"
"409","50","4","20","8","3","5","5","1223","0","0"
"420","50","4","20","8","3","5","5","78","39","61"
"419","50","4","20","8","3","5","5","100","38","47"
"410","50","4","20","8","3","5","5","1279","0","0"
"423","50","4","20","8","3","5","5","43","38","54"
"424","50","4","20","8","3","5","5","92","38","55"
"415","50","4","20","8","3","5","5","1902","0","0"
"426","50","4","20","8","3","5","5","51","38","57"
"427","50","4","20","8","3","5","5","1823","0","0"
"425","50","4","20","8","3","5","5","3000","2","1"
"422","50","4","20","8","3","5","5","3000","3","2"
"421","50","4","20","8","3","5","5","1598","0","0"
"428","50","4","20","8","3","5","5","92","38","49"
"431","50","4","20","8","3","5","5","75","38","55"
"430","50","4","20","8","3","5","5","178","38","50"
"434","50","4","20","8","3","5","5","71","38","54"
"429","50","4","20","8","3","5","5","1597","0","0"
"433","50","4","20","8","3","5","5","1059","0","0"
"432","50","4","20","8","3","5","5","1966","0","0"
"436","50","4","20","8","3","5","5","846","0","0"
"435","50","4","20","8","3","5","5","1642","0","0"
"439","50","4","20","8","3","5","5","177","38","50"
"441","50","4","20","8","3","5","5","98","39","61"
"442","50","4","20","8","3","5","5","76","38","54"
"443","50","4","20","8","3","5","5","1522","0","0"
"444","50","4","20","8","3","5","5","146","38","49"
"440","50","4","20","8","3","5","5","2610","0","0"
"438","50","4","20","8","3","5","5","2396","0","0"
"437","50","4","20","8","3","5","5","2167","0","0"
"447","50","4","20","8","3","5","5","70","38","56"
"448","50","4","20","8","3","5","5","106","38","48"
"446","50","4","20","8","3","5","5","151","38","52"
"451","50","4","20","9","3","5","5","45","38","64"
"450","50","4","20","8","3","5","5","70","38","58"
"453","50","4","20","9","3","5","5","111","38","58"
"454","50","4","20","9","3","5","5","52","39","60"
"445","50","4","20","8","3","5","5","2272","0","0"
"452","50","4","20","9","3","5","5","1779","0","0"
"449","50","4","20","8","3","5","5","2356","0","0"
"456","50","4","20","9","3","5","5","1273","0","0"
"459","50","4","20","9","3","5","5","49","38","53"
"455","50","4","20","9","3","5","5","2133","0","0"
"461","50","4","20","9","3","5","5","199","38","50"
"457","50","4","20","9","3","5","5","1669","0","0"
"458","50","4","20","9","3","5","5","2183","0","0"
"460","50","4","20","9","3","5","5","1783","0","0"
"462","50","4","20","9","3","5","5","1744","0","0"
"463","50","4","20","9","3","5","5","1914","0","0"
"464","50","4","20","9","3","5","5","2491","0","0"
"467","50","4","20","9","3","5","5","1918","0","0"
"466","50","4","20","9","3","5","5","1822","0","0"
"465","50","4","20","9","3","5","5","3000","1","0"
"468","50","4","20","9","3","5","5","1744","0","0"
"472","50","4","20","9","3","5","5","200","38","47"
"469","50","4","20","9","3","5","5","1753","0","0"
"473","50","4","20","9","3","5","5","171","39","49"
"470","50","4","20","9","3","5","5","1900","0","0"
"476","50","4","20","9","3","5","5","123","38","57"
"477","50","4","20","9","3","5","5","65","38","56"
"475","50","4","20","9","3","5","5","1108","0","0"
"474","50","4","20","9","3","5","5","1838","0","0"
"480","50","4","20","9","3","5","5","114","38","63"
"471","50","4","20","9","3","5","5","3000","3","2"
"482","50","4","20","9","3","5","5","52","38","60"
"481","50","4","20","9","3","5","5","83","38","63"
"479","50","4","20","9","3","5","5","1626","0","0"
"485","50","4","20","9","3","5","5","60","38","58"
"483","50","4","20","9","3","5","5","1384","0","0"
"484","50","4","20","9","3","5","5","1438","0","0"
"487","50","4","20","9","3","5","5","1355","0","0"
"486","50","4","20","9","3","5","5","1806","0","0"
"490","50","4","20","9","3","5","5","49","38","57"
"478","50","4","20","9","3","5","5","2166","0","0"
"491","50","4","20","9","3","5","5","51","38","53"
"493","50","4","20","9","3","5","5","67","38","52"
"488","50","4","20","9","3","5","5","2019","0","0"
"489","50","4","20","9","3","5","5","1850","0","0"
"496","50","4","20","9","3","5","5","108","38","50"
"497","50","4","20","9","3","5","5","94","38","55"
"494","50","4","20","9","3","5","5","2061","0","0"
"495","50","4","20","9","3","5","5","2017","0","0"
"500","50","4","20","9","3","5","5","100","38","47"
"492","50","4","20","9","3","5","5","2980","0","0"
"502","50","4","20","10","3","5","5","58","38","61"
"503","50","4","20","10","3","5","5","60","38","57"
"504","50","4","20","10","3","5","5","30","39","57"
"499","50","4","20","9","3","5","5","1733","0","0"
"506","50","4","20","10","3","5","5","60","38","52"
"507","50","4","20","10","3","5","5","54","38","60"
"498","50","4","20","9","3","5","5","3000","2","1"
"505","50","4","20","10","3","5","5","1917","0","0"
"501","50","4","20","10","3","5","5","3000","1","0"
"511","50","4","20","10","3","5","5","86","38","58"
"508","50","4","20","10","3","5","5","3000","1","0"
"513","50","4","20","10","3","5","5","34","38","58"
"512","50","4","20","10","3","5","5","1977","0","0"
"515","50","4","20","10","3","5","5","57","38","61"
"509","50","4","20","10","3","5","5","2494","0","0"
"510","50","4","20","10","3","5","5","2230","0","0"
"518","50","4","20","10","3","5","5","67","38","53"
"519","50","4","20","10","3","5","5","165","38","52"
"514","50","4","20","10","3","5","5","1535","0","0"
"516","50","4","20","10","3","5","5","2317","0","0"
"517","50","4","20","10","3","5","5","2214","0","0"
"523","50","4","20","10","3","5","5","82","38","57"
"522","50","4","20","10","3","5","5","1256","0","0"
"525","50","4","20","10","3","5","5","132","38","51"
"521","50","4","20","10","3","5","5","2967","0","0"
"520","50","4","20","10","3","5","5","2197","0","0"
"527","50","4","20","10","3","5","5","50","38","60"
"528","50","4","20","10","3","5","5","89","38","51"
"524","50","4","20","10","3","5","5","2606","0","0"
"526","50","4","20","10","3","5","5","1670","0","0"
"531","50","4","20","10","3","5","5","59","38","55"
"533","50","4","20","10","3","5","5","46","38","57"
"532","50","4","20","10","3","5","5","99","38","55"
"534","50","4","20","10","3","5","5","140","38","53"
"529","50","4","20","10","3","5","5","1858","0","0"
"536","50","4","20","10","3","5","5","159","38","51"
"537","50","4","20","10","3","5","5","61","38","55"
"535","50","4","20","10","3","5","5","1261","0","0"
"540","50","4","20","10","3","5","5","161","38","56"
"541","50","4","20","10","3","5","5","65","39","59"
"530","50","4","20","10","3","5","5","2153","0","0"
"539","50","4","20","10","3","5","5","2102","0","0"
"544","50","4","20","10","3","5","5","68","38","53"
"545","50","4","20","10","3","5","5","165","38","54"
"546","50","4","20","10","3","5","5","49","39","54"
"547","50","4","20","10","3","5","5","69","38","50"
"538","50","4","20","10","3","5","5","3000","2","1"
"542","50","4","20","10","3","5","5","2203","0","0"
"550","50","4","20","10","3","5","5","91","38","61"
"551","50","4","20","11","3","5","5","195","38","48"
"552","50","4","20","11","3","5","5","67","39","53"
"548","50","4","20","10","3","5","5","1853","0","0"
"549","50","4","20","10","3","5","5","2328","0","0"
"555","50","4","20","11","3","5","5","91","39","55"
"553","50","4","20","11","3","5","5","1714","0","0"
"557","50","4","20","11","3","5","5","72","38","56"
"554","50","4","20","11","3","5","5","2089","0","0"
"559","50","4","20","11","3","5","5","200","38","51"
"543","50","4","20","10","3","5","5","2784","0","0"
"560","50","4","20","11","3","5","5","128","38","54"
"562","50","4","20","11","3","5","5","146","38","60"
