"BehaviorSpace results (NetLogo 6.4.0)","Table version 2.0"
"Innovation on a Network.nlogo"
"recovery-chance 0 1 10"
"03/08/2024 14:58:03:669 +0300"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-20","20","-20","20"
"[run number]","number-of-nodes","initial-outbreak-size","gain-resistance-chance","virus-check-frequency","average-node-degree","virus-spread-chance","recovery-chance","[step]","count turtles with [infected?]","count links"
"111","50","4","20","10","3","5","2","52","38","61"
"112","50","4","20","10","3","5","2","104","38","59"
"113","50","4","20","10","3","5","2","146","38","61"
"114","50","4","20","10","3","5","2","93","38","56"
"115","50","4","20","10","3","5","2","51","39","59"
"116","50","4","20","10","3","5","2","60","38","56"
"117","50","4","20","10","3","5","2","46","38","54"
"118","50","4","20","10","3","5","2","89","39","65"
"119","50","4","20","10","3","5","2","57","38","52"
"93","50","4","20","10","3","5","1","3000","20","16"
"121","50","4","20","10","3","5","2","44","38","51"
"122","50","4","20","10","3","5","2","76","38","58"
"123","50","4","20","10","3","5","2","52","38","63"
"124","50","4","20","10","3","5","2","137","38","54"
"125","50","4","20","10","3","5","2","129","38","60"
"126","50","4","20","10","3","5","2","67","38","59"
"127","50","4","20","10","3","5","2","57","38","57"
"128","50","4","20","10","3","5","2","62","38","46"
"95","50","4","20","10","3","5","1","3000","13","8"
"130","50","4","20","10","3","5","2","105","38","60"
"110","50","4","20","10","3","5","2","3000","3","1"
"132","50","4","20","10","3","5","2","38","38","52"
"133","50","4","20","10","3","5","2","50","38","57"
"131","50","4","20","10","3","5","2","174","38","54"
"134","50","4","20","10","3","5","2","92","38","62"
"135","50","4","20","10","3","5","2","85","38","54"
"136","50","4","20","10","3","5","2","84","38","62"
"137","50","4","20","10","3","5","2","133","38","59"
"139","50","4","20","10","3","5","2","63","38","54"
"140","50","4","20","10","3","5","2","89","38","59"
"141","50","4","20","10","3","5","2","60","38","62"
"142","50","4","20","10","3","5","2","99","38","52"
"120","50","4","20","10","3","5","2","3000","9","6"
"144","50","4","20","10","3","5","2","37","38","58"
"145","50","4","20","10","3","5","2","81","38","62"
"138","50","4","20","10","3","5","2","3000","4","2"
"147","50","4","20","10","3","5","2","60","38","58"
"148","50","4","20","10","3","5","2","96","38","60"
"149","50","4","20","10","3","5","2","63","38","56"
"150","50","4","20","10","3","5","2","79","38","58"
"143","50","4","20","10","3","5","2","3000","6","2"
"129","50","4","20","10","3","5","2","3000","7","4"
"151","50","4","20","10","3","5","3","105","38","50"
"154","50","4","20","10","3","5","3","54","38","58"
"146","50","4","20","10","3","5","2","3000","2","1"
"156","50","4","20","10","3","5","3","85","38","55"
"155","50","4","20","10","3","5","3","2447","0","0"
"152","50","4","20","10","3","5","3","2512","0","0"
"159","50","4","20","10","3","5","3","65","39","61"
"160","50","4","20","10","3","5","3","75","38","53"
"158","50","4","20","10","3","5","3","329","38","54"
"161","50","4","20","10","3","5","3","121","38","54"
"163","50","4","20","10","3","5","3","103","38","51"
"153","50","4","20","10","3","5","3","3000","3","2"
"165","50","4","20","10","3","5","3","58","38","60"
"166","50","4","20","10","3","5","3","51","38","60"
"167","50","4","20","10","3","5","3","76","38","60"
"168","50","4","20","10","3","5","3","76","38","61"
"157","50","4","20","10","3","5","3","3000","5","3"
"162","50","4","20","10","3","5","3","3000","3","2"
"171","50","4","20","10","3","5","3","48","38","66"
"164","50","4","20","10","3","5","3","2606","0","0"
"172","50","4","20","10","3","5","3","87","38","51"
"169","50","4","20","10","3","5","3","3000","3","1"
"170","50","4","20","10","3","5","3","2839","0","0"
"175","50","4","20","10","3","5","3","232","38","52"
"176","50","4","20","10","3","5","3","187","38","55"
"178","50","4","20","10","3","5","3","106","38","60"
"174","50","4","20","10","3","5","3","2634","0","0"
"173","50","4","20","10","3","5","3","3000","2","0"
"179","50","4","20","10","3","5","3","2278","0","0"
"182","50","4","20","10","3","5","3","57","38","64"
"183","50","4","20","10","3","5","3","93","38","51"
"184","50","4","20","10","3","5","3","107","38","62"
"185","50","4","20","10","3","5","3","78","38","55"
"186","50","4","20","10","3","5","3","80","38","58"
"187","50","4","20","10","3","5","3","101","38","58"
"180","50","4","20","10","3","5","3","2689","0","0"
"189","50","4","20","10","3","5","3","98","38","59"
"190","50","4","20","10","3","5","3","56","38","54"
"181","50","4","20","10","3","5","3","3000","1","0"
"192","50","4","20","10","3","5","3","46","38","55"
"191","50","4","20","10","3","5","3","102","38","56"
"177","50","4","20","10","3","5","3","3000","5","3"
"195","50","4","20","10","3","5","3","126","38","56"
"196","50","4","20","10","3","5","3","81","38","57"
"188","50","4","20","10","3","5","3","2743","0","0"
"198","50","4","20","10","3","5","3","59","38","57"
"199","50","4","20","10","3","5","3","207","38","56"
"193","50","4","20","10","3","5","3","2726","0","0"
"201","50","4","20","10","3","5","4","96","38","60"
"194","50","4","20","10","3","5","3","3000","2","1"
"202","50","4","20","10","3","5","4","125","38","53"
"204","50","4","20","10","3","5","4","208","38","54"
"205","50","4","20","10","3","5","4","66","39","54"
"206","50","4","20","10","3","5","4","293","38","43"
"207","50","4","20","10","3","5","4","62","38","54"
"197","50","4","20","10","3","5","3","3000","3","1"
"209","50","4","20","10","3","5","4","77","38","56"
"210","50","4","20","10","3","5","4","104","38","55"
"200","50","4","20","10","3","5","3","3000","3","1"
"211","50","4","20","10","3","5","4","60","38","55"
"212","50","4","20","10","3","5","4","96","38","59"
"214","50","4","20","10","3","5","4","59","38","51"
"213","50","4","20","10","3","5","4","75","38","55"
"208","50","4","20","10","3","5","4","1907","0","0"
"215","50","4","20","10","3","5","4","55","38","55"
"203","50","4","20","10","3","5","4","3000","2","1"
"216","50","4","20","10","3","5","4","40","39","61"
"217","50","4","20","10","3","5","4","107","38","48"
"218","50","4","20","10","3","5","4","82","38","60"
"220","50","4","20","10","3","5","4","48","38","56"
"221","50","4","20","10","3","5","4","69","38","60"
"224","50","4","20","10","3","5","4","40","38","57"
"225","50","4","20","10","3","5","4","84","38","54"
"219","50","4","20","10","3","5","4","282","38","42"
"227","50","4","20","10","3","5","4","138","39","53"
"222","50","4","20","10","3","5","4","2779","0","0"
"229","50","4","20","10","3","5","4","151","38","51"
"226","50","4","20","10","3","5","4","3000","2","1"
"231","50","4","20","10","3","5","4","88","38","56"
"230","50","4","20","10","3","5","4","125","39","57"
"233","50","4","20","10","3","5","4","54","39","63"
"234","50","4","20","10","3","5","4","51","38","62"
"232","50","4","20","10","3","5","4","97","38","55"
"235","50","4","20","10","3","5","4","99","39","60"
"228","50","4","20","10","3","5","4","3000","2","1"
"237","50","4","20","10","3","5","4","90","38","56"
"223","50","4","20","10","3","5","4","3000","3","1"
"239","50","4","20","10","3","5","4","83","38","52"
"240","50","4","20","10","3","5","4","64","38","57"
"241","50","4","20","10","3","5","4","226","38","57"
"236","50","4","20","10","3","5","4","3000","1","0"
"244","50","4","20","10","3","5","4","74","38","60"
"245","50","4","20","10","3","5","4","91","38","55"
"238","50","4","20","10","3","5","4","3000","2","1"
"246","50","4","20","10","3","5","4","44","38","55"
"248","50","4","20","10","3","5","4","79","38","56"
"242","50","4","20","10","3","5","4","1999","0","0"
"243","50","4","20","10","3","5","4","3000","3","2"
"250","50","4","20","10","3","5","4","90","39","56"
"251","50","4","20","10","3","5","5","118","38","56"
"252","50","4","20","10","3","5","5","137","38","51"
"253","50","4","20","10","3","5","5","174","38","50"
"255","50","4","20","10","3","5","5","71","39","50"
"256","50","4","20","10","3","5","5","69","38","58"
"257","50","4","20","10","3","5","5","1382","0","0"
"247","50","4","20","10","3","5","4","2590","0","0"
"249","50","4","20","10","3","5","4","1850","0","0"
"258","50","4","20","10","3","5","5","105","38","52"
"261","50","4","20","10","3","5","5","45","39","56"
"262","50","4","20","10","3","5","5","26","38","56"
"263","50","4","20","10","3","5","5","955","0","0"
"264","50","4","20","10","3","5","5","83","38","56"
"259","50","4","20","10","3","5","5","1502","0","0"
"265","50","4","20","10","3","5","5","72","38","48"
"254","50","4","20","10","3","5","5","2593","0","0"
"266","50","4","20","10","3","5","5","81","38","54"
"269","50","4","20","10","3","5","5","84","38","65"
"270","50","4","20","10","3","5","5","165","38","55"
"260","50","4","20","10","3","5","5","2633","0","0"
"267","50","4","20","10","3","5","5","1478","0","0"
"273","50","4","20","10","3","5","5","85","38","54"
"274","50","4","20","10","3","5","5","98","38","60"
"275","50","4","20","10","3","5","5","127","38","56"
"268","50","4","20","10","3","5","5","1729","0","0"
"271","50","4","20","10","3","5","5","1707","0","0"
"277","50","4","20","10","3","5","5","77","38","55"
"279","50","4","20","10","3","5","5","56","38","60"
"280","50","4","20","10","3","5","5","52","38","57"
"272","50","4","20","10","3","5","5","2547","0","0"
"276","50","4","20","10","3","5","5","1797","0","0"
"282","50","4","20","10","3","5","5","128","39","54"
"284","50","4","20","10","3","5","5","48","38","61"
"285","50","4","20","10","3","5","5","164","38","59"
"283","50","4","20","10","3","5","5","82","38","59"
"286","50","4","20","10","3","5","5","106","38","64"
"278","50","4","20","10","3","5","5","2142","0","0"
"287","50","4","20","10","3","5","5","106","38","56"
"288","50","4","20","10","3","5","5","1254","0","0"
"291","50","4","20","10","3","5","5","33","38","58"
"292","50","4","20","10","3","5","5","75","38","60"
"293","50","4","20","10","3","5","5","64","38","59"
"294","50","4","20","10","3","5","5","88","38","56"
"295","50","4","20","10","3","5","5","71","38","56"
"290","50","4","20","10","3","5","5","1884","0","0"
"296","50","4","20","10","3","5","5","61","38","61"
"298","50","4","20","10","3","5","5","121","38","55"
"299","50","4","20","10","3","5","5","112","38","57"
"289","50","4","20","10","3","5","5","2508","0","0"
"281","50","4","20","10","3","5","5","3000","1","0"
"301","50","4","20","10","3","5","6","1137","0","0"
"302","50","4","20","10","3","5","6","1052","0","0"
"304","50","4","20","10","3","5","6","38","39","57"
"300","50","4","20","10","3","5","5","2015","0","0"
"297","50","4","20","10","3","5","5","2144","0","0"
"306","50","4","20","10","3","5","6","1501","0","0"
"303","50","4","20","10","3","5","6","1879","0","0"
"308","50","4","20","10","3","5","6","60","39","55"
"309","50","4","20","10","3","5","6","123","38","47"
"310","50","4","20","10","3","5","6","101","38","53"
"311","50","4","20","10","3","5","6","42","38","59"
"307","50","4","20","10","3","5","6","1867","0","0"
"313","50","4","20","10","3","5","6","1284","0","0"
"305","50","4","20","10","3","5","6","1972","0","0"
"316","50","4","20","10","3","5","6","59","38","52"
"317","50","4","20","10","3","5","6","133","38","55"
"314","50","4","20","10","3","5","6","2381","0","0"
"312","50","4","20","10","3","5","6","2384","0","0"
"320","50","4","20","10","3","5","6","65","39","58"
"318","50","4","20","10","3","5","6","1269","0","0"
"315","50","4","20","10","3","5","6","2132","0","0"
"323","50","4","20","10","3","5","6","66","38","57"
"324","50","4","20","10","3","5","6","45","38","58"
"319","50","4","20","10","3","5","6","1630","0","0"
"326","50","4","20","10","3","5","6","96","38","50"
"321","50","4","20","10","3","5","6","1774","0","0"
"327","50","4","20","10","3","5","6","135","38","52"
"328","50","4","20","10","3","5","6","101","38","56"
"330","50","4","20","10","3","5","6","72","39","53"
"329","50","4","20","10","3","5","6","161","38","48"
"331","50","4","20","10","3","5","6","40","38","50"
"332","50","4","20","10","3","5","6","98","38","55"
"333","50","4","20","10","3","5","6","116","38","51"
"335","50","4","20","10","3","5","6","133","38","55"
"336","50","4","20","10","3","5","6","70","38","59"
"325","50","4","20","10","3","5","6","2156","0","0"
"322","50","4","20","10","3","5","6","2916","0","0"
"337","50","4","20","10","3","5","6","1093","0","0"
"334","50","4","20","10","3","5","6","1692","0","0"
"341","50","4","20","10","3","5","6","38","38","56"
"342","50","4","20","10","3","5","6","63","38","61"
"339","50","4","20","10","3","5","6","1455","0","0"
"338","50","4","20","10","3","5","6","3000","2","1"
"340","50","4","20","10","3","5","6","2068","0","0"
"346","50","4","20","10","3","5","6","62","38","53"
"343","50","4","20","10","3","5","6","1448","0","0"
"348","50","4","20","10","3","5","6","1243","0","0"
"344","50","4","20","10","3","5","6","1471","0","0"
"350","50","4","20","10","3","5","6","55","38","59"
"345","50","4","20","10","3","5","6","1788","0","0"
"347","50","4","20","10","3","5","6","1747","0","0"
"353","50","4","20","10","3","5","7","167","38","45"
"354","50","4","20","10","3","5","7","88","38","56"
"352","50","4","20","10","3","5","7","378","38","51"
"351","50","4","20","10","3","5","7","136","38","53"
"355","50","4","20","10","3","5","7","62","39","62"
"349","50","4","20","10","3","5","6","1373","0","0"
"359","50","4","20","10","3","5","7","47","38","50"
"360","50","4","20","10","3","5","7","61","38","49"
"357","50","4","20","10","3","5","7","1105","0","0"
"356","50","4","20","10","3","5","7","1002","0","0"
"361","50","4","20","10","3","5","7","275","38","50"
"364","50","4","20","10","3","5","7","82","38","50"
"363","50","4","20","10","3","5","7","116","40","57"
"365","50","4","20","10","3","5","7","185","38","50"
"358","50","4","20","10","3","5","7","1406","0","0"
"367","50","4","20","10","3","5","7","75","38","58"
"362","50","4","20","10","3","5","7","1429","0","0"
"369","50","4","20","10","3","5","7","1621","0","0"
"368","50","4","20","10","3","5","7","2029","0","0"
"372","50","4","20","10","3","5","7","94","38","59"
"370","50","4","20","10","3","5","7","1310","0","0"
"373","50","4","20","10","3","5","7","170","38","49"
"366","50","4","20","10","3","5","7","2434","0","0"
"375","50","4","20","10","3","5","7","65","38","52"
"371","50","4","20","10","3","5","7","1036","0","0"
"374","50","4","20","10","3","5","7","1115","0","0"
"379","50","4","20","10","3","5","7","66","38","57"
"380","50","4","20","10","3","5","7","72","39","60"
"381","50","4","20","10","3","5","7","60","38","61"
"382","50","4","20","10","3","5","7","66","38","55"
"377","50","4","20","10","3","5","7","1845","0","0"
"384","50","4","20","10","3","5","7","93","38","54"
"378","50","4","20","10","3","5","7","1170","0","0"
"376","50","4","20","10","3","5","7","2406","0","0"
"385","50","4","20","10","3","5","7","1230","0","0"
"383","50","4","20","10","3","5","7","2075","0","0"
"387","50","4","20","10","3","5","7","1404","0","0"
"386","50","4","20","10","3","5","7","2078","0","0"
"388","50","4","20","10","3","5","7","1148","0","0"
"391","50","4","20","10","3","5","7","88","38","49"
"392","50","4","20","10","3","5","7","147","38","56"
"389","50","4","20","10","3","5","7","1319","0","0"
"390","50","4","20","10","3","5","7","1467","0","0"
"394","50","4","20","10","3","5","7","1152","0","0"
"396","50","4","20","10","3","5","7","52","38","59"
"393","50","4","20","10","3","5","7","1723","0","0"
"399","50","4","20","10","3","5","7","94","38","56"
"398","50","4","20","10","3","5","7","1179","0","0"
"401","50","4","20","10","3","5","8","75","38","52"
"402","50","4","20","10","3","5","8","89","38","52"
"397","50","4","20","10","3","5","7","1551","0","0"
"404","50","4","20","10","3","5","8","1227","0","0"
"403","50","4","20","10","3","5","8","1247","0","0"
"400","50","4","20","10","3","5","7","2089","0","0"
"395","50","4","20","10","3","5","7","1865","0","0"
"407","50","4","20","10","3","5","8","1078","0","0"
"405","50","4","20","10","3","5","8","1255","0","0"
"409","50","4","20","10","3","5","8","68","38","56"
"410","50","4","20","10","3","5","8","116","38","51"
"411","50","4","20","10","3","5","8","125","38","44"
"408","50","4","20","10","3","5","8","937","0","0"
"406","50","4","20","10","3","5","8","1821","0","0"
"413","50","4","20","10","3","5","8","1037","0","0"
"414","50","4","20","10","3","5","8","978","0","0"
"412","50","4","20","10","3","5","8","1619","0","0"
"415","50","4","20","10","3","5","8","1375","0","0"
"417","50","4","20","10","3","5","8","799","0","0"
"420","50","4","20","10","3","5","8","118","38","59"
"418","50","4","20","10","3","5","8","1889","0","0"
"416","50","4","20","10","3","5","8","2202","0","0"
"419","50","4","20","10","3","5","8","1652","0","0"
"421","50","4","20","10","3","5","8","955","0","0"
"425","50","4","20","10","3","5","8","37","38","55"
"424","50","4","20","10","3","5","8","204","38","49"
"427","50","4","20","10","3","5","8","86","38","51"
"422","50","4","20","10","3","5","8","851","0","0"
"423","50","4","20","10","3","5","8","1787","0","0"
"429","50","4","20","10","3","5","8","1106","0","0"
"428","50","4","20","10","3","5","8","1222","0","0"
"432","50","4","20","10","3","5","8","87","38","58"
"426","50","4","20","10","3","5","8","1452","0","0"
"433","50","4","20","10","3","5","8","102","38","57"
"434","50","4","20","10","3","5","8","68","38","62"
"430","50","4","20","10","3","5","8","1093","0","0"
"435","50","4","20","10","3","5","8","841","0","0"
"431","50","4","20","10","3","5","8","1200","0","0"
"437","50","4","20","10","3","5","8","939","0","0"
"438","50","4","20","10","3","5","8","1162","0","0"
"441","50","4","20","10","3","5","8","120","38","53"
"439","50","4","20","10","3","5","8","1044","0","0"
"440","50","4","20","10","3","5","8","914","0","0"
"442","50","4","20","10","3","5","8","849","0","0"
"436","50","4","20","10","3","5","8","2109","0","0"
"444","50","4","20","10","3","5","8","1408","0","0"
"445","50","4","20","10","3","5","8","816","0","0"
"447","50","4","20","10","3","5","8","85","38","58"
"443","50","4","20","10","3","5","8","2655","0","0"
"450","50","4","20","10","3","5","8","52","38","54"
"451","50","4","20","10","3","5","9","196","38","54"
"448","50","4","20","10","3","5","8","1281","0","0"
"449","50","4","20","10","3","5","8","1149","0","0"
"452","50","4","20","10","3","5","9","88","38","51"
"454","50","4","20","10","3","5","9","119","38","55"
"455","50","4","20","10","3","5","9","86","38","49"
"457","50","4","20","10","3","5","9","94","38","55"
"458","50","4","20","10","3","5","9","39","40","59"
"446","50","4","20","10","3","5","8","1964","0","0"
"460","50","4","20","10","3","5","9","89","38","46"
"461","50","4","20","10","3","5","9","61","38","58"
"453","50","4","20","10","3","5","9","1413","0","0"
"456","50","4","20","10","3","5","9","1614","0","0"
"459","50","4","20","10","3","5","9","2287","0","0"
"463","50","4","20","10","3","5","9","1160","0","0"
"462","50","4","20","10","3","5","9","1017","0","0"
"467","50","4","20","10","3","5","9","72","39","60"
"464","50","4","20","10","3","5","9","1792","0","0"
"468","50","4","20","10","3","5","9","1349","0","0"
"465","50","4","20","10","3","5","9","1329","0","0"
"470","50","4","20","10","3","5","9","133","39","57"
"472","50","4","20","10","3","5","9","82","38","56"
"466","50","4","20","10","3","5","9","1532","0","0"
"471","50","4","20","10","3","5","9","836","0","0"
"469","50","4","20","10","3","5","9","1103","0","0"
"474","50","4","20","10","3","5","9","1262","0","0"
"475","50","4","20","10","3","5","9","1615","0","0"
"476","50","4","20","10","3","5","9","1531","0","0"
"477","50","4","20","10","3","5","9","1120","0","0"
"473","50","4","20","10","3","5","9","1927","0","0"
"480","50","4","20","10","3","5","9","78","38","53"
"481","50","4","20","10","3","5","9","71","38","53"
"482","50","4","20","10","3","5","9","54","38","52"
"484","50","4","20","10","3","5","9","83","38","59"
"485","50","4","20","10","3","5","9","94","38","60"
"486","50","4","20","10","3","5","9","103","38","52"
"487","50","4","20","10","3","5","9","104","38","55"
"478","50","4","20","10","3","5","9","1378","0","0"
"479","50","4","20","10","3","5","9","1468","0","0"
"489","50","4","20","10","3","5","9","636","0","0"
"488","50","4","20","10","3","5","9","801","0","0"
"483","50","4","20","10","3","5","9","1489","0","0"
"493","50","4","20","10","3","5","9","75","38","55"
"494","50","4","20","10","3","5","9","98","38","56"
"492","50","4","20","10","3","5","9","717","0","0"
"490","50","4","20","10","3","5","9","1013","0","0"
"491","50","4","20","10","3","5","9","1407","0","0"
"498","50","4","20","10","3","5","9","144","38","52"
"496","50","4","20","10","3","5","9","948","0","0"
"495","50","4","20","10","3","5","9","1224","0","0"
"499","50","4","20","10","3","5","9","92","38","48"
"500","50","4","20","10","3","5","9","113","38","46"
"497","50","4","20","10","3","5","9","838","0","0"
"504","50","4","20","10","3","5","10","63","39","56"
"505","50","4","20","10","3","5","10","93","39","61"
"506","50","4","20","10","3","5","10","104","38","52"
"502","50","4","20","10","3","5","10","842","0","0"
"503","50","4","20","10","3","5","10","883","0","0"
"508","50","4","20","10","3","5","10","76","38","54"
"507","50","4","20","10","3","5","10","895","0","0"
"509","50","4","20","10","3","5","10","589","0","0"
"511","50","4","20","10","3","5","10","841","0","0"
"501","50","4","20","10","3","5","10","1137","0","0"
"510","50","4","20","10","3","5","10","1346","0","0"
"512","50","4","20","10","3","5","10","1101","0","0"
"513","50","4","20","10","3","5","10","1091","0","0"
"514","50","4","20","10","3","5","10","890","0","0"
"516","50","4","20","10","3","5","10","976","0","0"
"515","50","4","20","10","3","5","10","1152","0","0"
"517","50","4","20","10","3","5","10","1229","0","0"
"519","50","4","20","10","3","5","10","912","0","0"
"518","50","4","20","10","3","5","10","1153","0","0"
"520","50","4","20","10","3","5","10","1569","0","0"
"524","50","4","20","10","3","5","10","125","38","55"
"521","50","4","20","10","3","5","10","909","0","0"
"526","50","4","20","10","3","5","10","91","38","60"
"522","50","4","20","10","3","5","10","1257","0","0"
"528","50","4","20","10","3","5","10","69","38","50"
"529","50","4","20","10","3","5","10","65","38","59"
"530","50","4","20","10","3","5","10","92","39","60"
"525","50","4","20","10","3","5","10","1009","0","0"
"532","50","4","20","10","3","5","10","40","39","58"
"533","50","4","20","10","3","5","10","53","38","59"
"527","50","4","20","10","3","5","10","976","0","0"
"523","50","4","20","10","3","5","10","1068","0","0"
"531","50","4","20","10","3","5","10","1045","0","0"
"536","50","4","20","10","3","5","10","39","39","55"
"537","50","4","20","10","3","5","10","90","38","54"
"534","50","4","20","10","3","5","10","877","0","0"
"535","50","4","20","10","3","5","10","839","0","0"
"540","50","4","20","10","3","5","10","55","38","56"
"542","50","4","20","10","3","5","10","92","38","52"
"538","50","4","20","10","3","5","10","796","0","0"
"543","50","4","20","10","3","5","10","964","0","0"
"539","50","4","20","10","3","5","10","1409","0","0"
"541","50","4","20","10","3","5","10","1190","0","0"
"547","50","4","20","10","3","5","10","94","38","53"
"548","50","4","20","10","3","5","10","79","38","63"
"544","50","4","20","10","3","5","10","879","0","0"
"550","50","4","20","10","3","5","10","91","38","54"
"546","50","4","20","10","3","5","10","1061","0","0"
"545","50","4","20","10","3","5","10","1075","0","0"
"549","50","4","20","10","3","5","10","848","0","0"
