"BehaviorSpace results (NetLogo 6.4.0)","Table version 2.0"
"Innovation on a Network.nlogo"
"gain-resistance-chance 0 5 100"
"03/08/2024 14:58:56:748 +0300"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-20","20","-20","20"
"[run number]","number-of-nodes","initial-outbreak-size","gain-resistance-chance","virus-check-frequency","average-node-degree","virus-spread-chance","recovery-chance","[step]","count turtles with [infected?]","count links"
"119","50","4","10","10","3","5","5","3000","4","4"
"128","50","4","10","10","3","5","5","135","38","52"
"120","50","4","10","10","3","5","5","3000","7","6"
"130","50","4","10","10","3","5","5","83","39","56"
"131","50","4","10","10","3","5","5","76","39","61"
"126","50","4","10","10","3","5","5","3000","3","3"
"133","50","4","10","10","3","5","5","60","38","54"
"129","50","4","10","10","3","5","5","2898","0","0"
"134","50","4","10","10","3","5","5","174","38","58"
"136","50","4","10","10","3","5","5","58","39","55"
"135","50","4","10","10","3","5","5","88","38","52"
"137","50","4","10","10","3","5","5","42","38","59"
"138","50","4","10","10","3","5","5","110","38","58"
"140","50","4","10","10","3","5","5","55","38","61"
"139","50","4","10","10","3","5","5","53","38","60"
"127","50","4","10","10","3","5","5","3000","2","1"
"142","50","4","10","10","3","5","5","71","38","60"
"144","50","4","10","10","3","5","5","53","38","62"
"143","50","4","10","10","3","5","5","96","39","63"
"145","50","4","10","10","3","5","5","63","38","55"
"147","50","4","10","10","3","5","5","147","38","55"
"148","50","4","10","10","3","5","5","45","39","61"
"132","50","4","10","10","3","5","5","2781","0","0"
"150","50","4","10","10","3","5","5","98","38","51"
"151","50","4","15","10","3","5","5","109","38","48"
"152","50","4","15","10","3","5","5","69","38","60"
"153","50","4","15","10","3","5","5","63","39","61"
"141","50","4","10","10","3","5","5","3000","5","2"
"155","50","4","15","10","3","5","5","142","38","54"
"149","50","4","10","10","3","5","5","3000","4","3"
"157","50","4","15","10","3","5","5","68","40","60"
"146","50","4","10","10","3","5","5","3000","2","1"
"158","50","4","15","10","3","5","5","1104","0","0"
"160","50","4","15","10","3","5","5","67","39","64"
"154","50","4","15","10","3","5","5","2471","0","0"
"162","50","4","15","10","3","5","5","134","38","60"
"161","50","4","15","10","3","5","5","373","38","50"
"156","50","4","15","10","3","5","5","2078","0","0"
"163","50","4","15","10","3","5","5","102","38","61"
"165","50","4","15","10","3","5","5","98","38","57"
"166","50","4","15","10","3","5","5","109","38","54"
"167","50","4","15","10","3","5","5","87","38","64"
"168","50","4","15","10","3","5","5","87","38","60"
"169","50","4","15","10","3","5","5","64","38","60"
"159","50","4","15","10","3","5","5","2499","0","0"
"170","50","4","15","10","3","5","5","106","38","54"
"171","50","4","15","10","3","5","5","104","38","54"
"174","50","4","15","10","3","5","5","269","38","55"
"175","50","4","15","10","3","5","5","104","38","54"
"176","50","4","15","10","3","5","5","64","40","65"
"164","50","4","15","10","3","5","5","1818","0","0"
"178","50","4","15","10","3","5","5","102","38","57"
"172","50","4","15","10","3","5","5","1743","0","0"
"179","50","4","15","10","3","5","5","128","39","43"
"180","50","4","15","10","3","5","5","161","38","55"
"182","50","4","15","10","3","5","5","75","38","53"
"173","50","4","15","10","3","5","5","2182","0","0"
"184","50","4","15","10","3","5","5","41","38","64"
"185","50","4","15","10","3","5","5","64","38","60"
"186","50","4","15","10","3","5","5","43","39","63"
"187","50","4","15","10","3","5","5","61","38","51"
"177","50","4","15","10","3","5","5","3000","1","0"
"189","50","4","15","10","3","5","5","90","39","57"
"181","50","4","15","10","3","5","5","3000","2","1"
"183","50","4","15","10","3","5","5","3000","3","3"
"188","50","4","15","10","3","5","5","2059","0","0"
"193","50","4","15","10","3","5","5","140","38","55"
"194","50","4","15","10","3","5","5","115","38","57"
"190","50","4","15","10","3","5","5","2591","0","0"
"195","50","4","15","10","3","5","5","89","38","65"
"196","50","4","15","10","3","5","5","54","39","56"
"197","50","4","15","10","3","5","5","72","38","58"
"192","50","4","15","10","3","5","5","1597","0","0"
"199","50","4","15","10","3","5","5","33","38","65"
"198","50","4","15","10","3","5","5","104","38","49"
"191","50","4","15","10","3","5","5","2196","0","0"
"203","50","4","20","10","3","5","5","55","38","56"
"204","50","4","20","10","3","5","5","71","39","59"
"205","50","4","20","10","3","5","5","59","38","60"
"206","50","4","20","10","3","5","5","138","38","53"
"200","50","4","15","10","3","5","5","2049","0","0"
"202","50","4","20","10","3","5","5","2170","0","0"
"201","50","4","20","10","3","5","5","1689","0","0"
"208","50","4","20","10","3","5","5","151","38","56"
"210","50","4","20","10","3","5","5","86","38","43"
"211","50","4","20","10","3","5","5","56","38","60"
"213","50","4","20","10","3","5","5","100","38","53"
"214","50","4","20","10","3","5","5","52","38","61"
"215","50","4","20","10","3","5","5","87","38","60"
"216","50","4","20","10","3","5","5","69","38","56"
"207","50","4","20","10","3","5","5","2111","0","0"
"218","50","4","20","10","3","5","5","42","38","57"
"209","50","4","20","10","3","5","5","2616","0","0"
"212","50","4","20","10","3","5","5","2144","0","0"
"217","50","4","20","10","3","5","5","3000","2","1"
"221","50","4","20","10","3","5","5","115","38","57"
"220","50","4","20","10","3","5","5","1658","0","0"
"219","50","4","20","10","3","5","5","2606","0","0"
"222","50","4","20","10","3","5","5","1752","0","0"
"225","50","4","20","10","3","5","5","1727","0","0"
"224","50","4","20","10","3","5","5","1858","0","0"
"226","50","4","20","10","3","5","5","1019","0","0"
"228","50","4","20","10","3","5","5","204","38","51"
"229","50","4","20","10","3","5","5","74","38","49"
"231","50","4","20","10","3","5","5","101","38","56"
"223","50","4","20","10","3","5","5","2580","0","0"
"233","50","4","20","10","3","5","5","108","38","61"
"234","50","4","20","10","3","5","5","71","38","56"
"235","50","4","20","10","3","5","5","80","38","65"
"230","50","4","20","10","3","5","5","1720","0","0"
"227","50","4","20","10","3","5","5","1918","0","0"
"232","50","4","20","10","3","5","5","2551","0","0"
"236","50","4","20","10","3","5","5","1277","0","0"
"240","50","4","20","10","3","5","5","53","38","58"
"241","50","4","20","10","3","5","5","85","38","56"
"242","50","4","20","10","3","5","5","95","38","50"
"237","50","4","20","10","3","5","5","1630","0","0"
"244","50","4","20","10","3","5","5","77","38","62"
"245","50","4","20","10","3","5","5","64","38","57"
"239","50","4","20","10","3","5","5","1735","0","0"
"247","50","4","20","10","3","5","5","28","39","57"
"238","50","4","20","10","3","5","5","3000","2","1"
"249","50","4","20","10","3","5","5","53","38","58"
"248","50","4","20","10","3","5","5","149","39","50"
"246","50","4","20","10","3","5","5","1940","0","0"
"252","50","4","25","10","3","5","5","71","38","61"
"250","50","4","20","10","3","5","5","1383","0","0"
"254","50","4","25","10","3","5","5","133","39","52"
"255","50","4","25","10","3","5","5","72","38","56"
"256","50","4","25","10","3","5","5","42","39","61"
"251","50","4","25","10","3","5","5","2275","0","0"
"258","50","4","25","10","3","5","5","95","38","51"
"253","50","4","25","10","3","5","5","1534","0","0"
"243","50","4","20","10","3","5","5","2087","0","0"
"260","50","4","25","10","3","5","5","66","38","59"
"261","50","4","25","10","3","5","5","219","38","58"
"262","50","4","25","10","3","5","5","142","38","55"
"263","50","4","25","10","3","5","5","42","39","57"
"265","50","4","25","10","3","5","5","69","38","64"
"266","50","4","25","10","3","5","5","85","38","54"
"257","50","4","25","10","3","5","5","1557","0","0"
"267","50","4","25","10","3","5","5","100","38","59"
"259","50","4","25","10","3","5","5","1218","0","0"
"269","50","4","25","10","3","5","5","107","38","53"
"270","50","4","25","10","3","5","5","76","38","55"
"271","50","4","25","10","3","5","5","94","38","55"
"272","50","4","25","10","3","5","5","117","38","55"
"268","50","4","25","10","3","5","5","1918","0","0"
"264","50","4","25","10","3","5","5","2610","0","0"
"275","50","4","25","10","3","5","5","110","38","54"
"277","50","4","25","10","3","5","5","65","38","60"
"278","50","4","25","10","3","5","5","56","38","56"
"273","50","4","25","10","3","5","5","2519","0","0"
"274","50","4","25","10","3","5","5","1922","0","0"
"280","50","4","25","10","3","5","5","92","38","57"
"281","50","4","25","10","3","5","5","40","38","55"
"282","50","4","25","10","3","5","5","102","38","48"
"276","50","4","25","10","3","5","5","1190","0","0"
"279","50","4","25","10","3","5","5","1365","0","0"
"286","50","4","25","10","3","5","5","1608","0","0"
"287","50","4","25","10","3","5","5","90","38","53"
"283","50","4","25","10","3","5","5","2641","0","0"
"285","50","4","25","10","3","5","5","2171","0","0"
"284","50","4","25","10","3","5","5","1941","0","0"
"291","50","4","25","10","3","5","5","68","38","56"
"290","50","4","25","10","3","5","5","2303","0","0"
"289","50","4","25","10","3","5","5","1982","0","0"
"288","50","4","25","10","3","5","5","2648","0","0"
"293","50","4","25","10","3","5","5","165","38","49"
"295","50","4","25","10","3","5","5","37","38","59"
"294","50","4","25","10","3","5","5","101","38","47"
"296","50","4","25","10","3","5","5","156","39","49"
"298","50","4","25","10","3","5","5","86","38","51"
"300","50","4","25","10","3","5","5","57","38","53"
"301","50","4","30","10","3","5","5","66","38","62"
"292","50","4","25","10","3","5","5","2250","0","0"
"297","50","4","25","10","3","5","5","1490","0","0"
"304","50","4","30","10","3","5","5","51","38","57"
"299","50","4","25","10","3","5","5","1667","0","0"
"306","50","4","30","10","3","5","5","1438","0","0"
"302","50","4","30","10","3","5","5","2392","0","0"
"305","50","4","30","10","3","5","5","1655","0","0"
"309","50","4","30","10","3","5","5","70","38","58"
"307","50","4","30","10","3","5","5","115","38","54"
"311","50","4","30","10","3","5","5","107","38","56"
"303","50","4","30","10","3","5","5","1775","0","0"
"308","50","4","30","10","3","5","5","1410","0","0"
"314","50","4","30","10","3","5","5","84","38","50"
"315","50","4","30","10","3","5","5","31","38","58"
"310","50","4","30","10","3","5","5","1789","0","0"
"317","50","4","30","10","3","5","5","121","38","54"
"312","50","4","30","10","3","5","5","1721","0","0"
"313","50","4","30","10","3","5","5","1237","0","0"
"318","50","4","30","10","3","5","5","252","38","43"
"316","50","4","30","10","3","5","5","1532","0","0"
"319","50","4","30","10","3","5","5","1690","0","0"
"320","50","4","30","10","3","5","5","1431","0","0"
"321","50","4","30","10","3","5","5","1716","0","0"
"322","50","4","30","10","3","5","5","1433","0","0"
"326","50","4","30","10","3","5","5","200","38","54"
"323","50","4","30","10","3","5","5","1520","0","0"
"324","50","4","30","10","3","5","5","1401","0","0"
"328","50","4","30","10","3","5","5","57","38","52"
"325","50","4","30","10","3","5","5","1532","0","0"
"330","50","4","30","10","3","5","5","72","38","57"
"327","50","4","30","10","3","5","5","1720","0","0"
"332","50","4","30","10","3","5","5","1443","0","0"
"334","50","4","30","10","3","5","5","72","39","63"
"331","50","4","30","10","3","5","5","1714","0","0"
"329","50","4","30","10","3","5","5","1211","0","0"
"337","50","4","30","10","3","5","5","68","38","55"
"338","50","4","30","10","3","5","5","55","38","53"
"339","50","4","30","10","3","5","5","123","39","56"
"333","50","4","30","10","3","5","5","2211","0","0"
"340","50","4","30","10","3","5","5","107","38","54"
"336","50","4","30","10","3","5","5","1186","0","0"
"343","50","4","30","10","3","5","5","89","38","57"
"342","50","4","30","10","3","5","5","204","38","48"
"345","50","4","30","10","3","5","5","48","38","53"
"335","50","4","30","10","3","5","5","2088","0","0"
"347","50","4","30","10","3","5","5","94","38","52"
"341","50","4","30","10","3","5","5","1463","0","0"
"349","50","4","30","10","3","5","5","128","38","50"
"350","50","4","30","10","3","5","5","100","38","56"
"344","50","4","30","10","3","5","5","1508","0","0"
"351","50","4","35","10","3","5","5","69","39","55"
"346","50","4","30","10","3","5","5","1622","0","0"
"348","50","4","30","10","3","5","5","1322","0","0"
"354","50","4","35","10","3","5","5","888","0","0"
"353","50","4","35","10","3","5","5","1611","0","0"
"356","50","4","35","10","3","5","5","103","38","62"
"352","50","4","35","10","3","5","5","1363","0","0"
"355","50","4","35","10","3","5","5","1633","0","0"
"360","50","4","35","10","3","5","5","71","40","57"
"361","50","4","35","10","3","5","5","62","38","62"
"362","50","4","35","10","3","5","5","60","38","57"
"363","50","4","35","10","3","5","5","78","38","58"
"364","50","4","35","10","3","5","5","84","38","57"
"357","50","4","35","10","3","5","5","1401","0","0"
"358","50","4","35","10","3","5","5","1677","0","0"
"359","50","4","35","10","3","5","5","1044","0","0"
"365","50","4","35","10","3","5","5","1577","0","0"
"366","50","4","35","10","3","5","5","981","0","0"
"370","50","4","35","10","3","5","5","106","38","52"
"367","50","4","35","10","3","5","5","1799","0","0"
"369","50","4","35","10","3","5","5","1506","0","0"
"371","50","4","35","10","3","5","5","1587","0","0"
"374","50","4","35","10","3","5","5","64","38","59"
"368","50","4","35","10","3","5","5","1426","0","0"
"372","50","4","35","10","3","5","5","1123","0","0"
"377","50","4","35","10","3","5","5","78","38","46"
"378","50","4","35","10","3","5","5","102","38","48"
"373","50","4","35","10","3","5","5","1342","0","0"
"376","50","4","35","10","3","5","5","900","0","0"
"380","50","4","35","10","3","5","5","49","38","61"
"381","50","4","35","10","3","5","5","77","38","54"
"375","50","4","35","10","3","5","5","1243","0","0"
"379","50","4","35","10","3","5","5","1374","0","0"
"382","50","4","35","10","3","5","5","1180","0","0"
"386","50","4","35","10","3","5","5","75","38","60"
"384","50","4","35","10","3","5","5","1792","0","0"
"388","50","4","35","10","3","5","5","63","38","61"
"385","50","4","35","10","3","5","5","1231","0","0"
"390","50","4","35","10","3","5","5","92","38","49"
"389","50","4","35","10","3","5","5","196","38","51"
"391","50","4","35","10","3","5","5","48","38","56"
"392","50","4","35","10","3","5","5","107","38","54"
"393","50","4","35","10","3","5","5","136","38","49"
"383","50","4","35","10","3","5","5","2044","0","0"
"396","50","4","35","10","3","5","5","60","39","51"
"387","50","4","35","10","3","5","5","1804","0","0"
"397","50","4","35","10","3","5","5","81","38","55"
"399","50","4","35","10","3","5","5","57","38","60"
"400","50","4","35","10","3","5","5","107","38","45"
"395","50","4","35","10","3","5","5","1466","0","0"
"394","50","4","35","10","3","5","5","2222","0","0"
"403","50","4","40","10","3","5","5","97","38","54"
"402","50","4","40","10","3","5","5","1146","0","0"
"404","50","4","40","10","3","5","5","89","38","57"
"398","50","4","35","10","3","5","5","2483","0","0"
"406","50","4","40","10","3","5","5","103","38","55"
"408","50","4","40","10","3","5","5","135","38","48"
"401","50","4","40","10","3","5","5","1378","0","0"
"407","50","4","40","10","3","5","5","1128","0","0"
"410","50","4","40","10","3","5","5","88","38","52"
"405","50","4","40","10","3","5","5","1695","0","0"
"409","50","4","40","10","3","5","5","1489","0","0"
"412","50","4","40","10","3","5","5","735","0","0"
"413","50","4","40","10","3","5","5","993","0","0"
"416","50","4","40","10","3","5","5","95","38","53"
"411","50","4","40","10","3","5","5","1373","0","0"
"414","50","4","40","10","3","5","5","929","0","0"
"415","50","4","40","10","3","5","5","1029","0","0"
"420","50","4","40","10","3","5","5","55","38","54"
"421","50","4","40","10","3","5","5","90","38","60"
"418","50","4","40","10","3","5","5","1120","0","0"
"423","50","4","40","10","3","5","5","108","38","55"
"424","50","4","40","10","3","5","5","66","39","57"
"417","50","4","40","10","3","5","5","1131","0","0"
"419","50","4","40","10","3","5","5","1847","0","0"
"425","50","4","40","10","3","5","5","1253","0","0"
"427","50","4","40","10","3","5","5","75","38","58"
"428","50","4","40","10","3","5","5","55","39","62"
"426","50","4","40","10","3","5","5","1556","0","0"
"431","50","4","40","10","3","5","5","36","38","53"
"422","50","4","40","10","3","5","5","1510","0","0"
"432","50","4","40","10","3","5","5","188","38","45"
"433","50","4","40","10","3","5","5","101","38","52"
"434","50","4","40","10","3","5","5","38","38","59"
"429","50","4","40","10","3","5","5","1144","0","0"
"436","50","4","40","10","3","5","5","166","38","46"
"430","50","4","40","10","3","5","5","1205","0","0"
"439","50","4","40","10","3","5","5","158","38","53"
"437","50","4","40","10","3","5","5","660","0","0"
"441","50","4","40","10","3","5","5","73","38","54"
"435","50","4","40","10","3","5","5","1149","0","0"
"442","50","4","40","10","3","5","5","84","38","59"
"444","50","4","40","10","3","5","5","92","38","56"
"438","50","4","40","10","3","5","5","1137","0","0"
"440","50","4","40","10","3","5","5","1766","0","0"
"446","50","4","40","10","3","5","5","1150","0","0"
"445","50","4","40","10","3","5","5","1353","0","0"
"448","50","4","40","10","3","5","5","58","38","54"
"449","50","4","40","10","3","5","5","60","38","54"
"447","50","4","40","10","3","5","5","836","0","0"
"451","50","4","45","10","3","5","5","98","38","59"
"453","50","4","45","10","3","5","5","37","38","58"
"452","50","4","45","10","3","5","5","158","38","48"
"443","50","4","40","10","3","5","5","819","0","0"
"456","50","4","45","10","3","5","5","40","38","60"
"454","50","4","45","10","3","5","5","136","38","54"
"450","50","4","40","10","3","5","5","999","0","0"
"459","50","4","45","10","3","5","5","194","38","49"
"455","50","4","45","10","3","5","5","863","0","0"
"461","50","4","45","10","3","5","5","61","38","60"
"458","50","4","45","10","3","5","5","797","0","0"
"457","50","4","45","10","3","5","5","1530","0","0"
"460","50","4","45","10","3","5","5","1239","0","0"
"464","50","4","45","10","3","5","5","56","38","51"
"465","50","4","45","10","3","5","5","80","38","55"
"467","50","4","45","10","3","5","5","58","38","56"
"462","50","4","45","10","3","5","5","1082","0","0"
"466","50","4","45","10","3","5","5","130","38","48"
"470","50","4","45","10","3","5","5","71","38","59"
"463","50","4","45","10","3","5","5","1629","0","0"
"469","50","4","45","10","3","5","5","834","0","0"
"471","50","4","45","10","3","5","5","918","0","0"
"468","50","4","45","10","3","5","5","1505","0","0"
"473","50","4","45","10","3","5","5","1083","0","0"
"472","50","4","45","10","3","5","5","1166","0","0"
"477","50","4","45","10","3","5","5","86","38","57"
"474","50","4","45","10","3","5","5","1126","0","0"
"475","50","4","45","10","3","5","5","1074","0","0"
"476","50","4","45","10","3","5","5","1592","0","0"
"478","50","4","45","10","3","5","5","1194","0","0"
"482","50","4","45","10","3","5","5","90","38","49"
"483","50","4","45","10","3","5","5","106","38","48"
"480","50","4","45","10","3","5","5","1756","0","0"
"485","50","4","45","10","3","5","5","48","38","55"
"484","50","4","45","10","3","5","5","721","0","0"
"481","50","4","45","10","3","5","5","1448","0","0"
"479","50","4","45","10","3","5","5","1472","0","0"
"488","50","4","45","10","3","5","5","109","38","55"
"490","50","4","45","10","3","5","5","51","39","55"
"491","50","4","45","10","3","5","5","156","38","53"
"489","50","4","45","10","3","5","5","116","39","54"
"486","50","4","45","10","3","5","5","1079","0","0"
"487","50","4","45","10","3","5","5","1542","0","0"
"492","50","4","45","10","3","5","5","770","0","0"
"495","50","4","45","10","3","5","5","128","38","43"
"497","50","4","45","10","3","5","5","155","38","47"
"498","50","4","45","10","3","5","5","88","38","53"
"494","50","4","45","10","3","5","5","1225","0","0"
"499","50","4","45","10","3","5","5","63","38","61"
"501","50","4","50","10","3","5","5","77","38","62"
"502","50","4","50","10","3","5","5","104","38","58"
"496","50","4","45","10","3","5","5","1536","0","0"
"493","50","4","45","10","3","5","5","1723","0","0"
"500","50","4","45","10","3","5","5","791","0","0"
"503","50","4","50","10","3","5","5","889","0","0"
"504","50","4","50","10","3","5","5","1283","0","0"
"505","50","4","50","10","3","5","5","874","0","0"
"506","50","4","50","10","3","5","5","1124","0","0"
"508","50","4","50","10","3","5","5","714","0","0"
"511","50","4","50","10","3","5","5","65","38","56"
"507","50","4","50","10","3","5","5","1371","0","0"
"513","50","4","50","10","3","5","5","120","38","47"
"510","50","4","50","10","3","5","5","1053","0","0"
"509","50","4","50","10","3","5","5","1247","0","0"
"516","50","4","50","10","3","5","5","117","38","53"
"512","50","4","50","10","3","5","5","885","0","0"
"514","50","4","50","10","3","5","5","1002","0","0"
"515","50","4","50","10","3","5","5","1095","0","0"
"519","50","4","50","10","3","5","5","124","38","44"
"520","50","4","50","10","3","5","5","94","38","49"
"518","50","4","50","10","3","5","5","967","0","0"
"517","50","4","50","10","3","5","5","924","0","0"
"521","50","4","50","10","3","5","5","1005","0","0"
"524","50","4","50","10","3","5","5","50","39","54"
"526","50","4","50","10","3","5","5","91","38","59"
"523","50","4","50","10","3","5","5","1307","0","0"
"522","50","4","50","10","3","5","5","1959","0","0"
"525","50","4","50","10","3","5","5","1679","0","0"
"528","50","4","50","10","3","5","5","895","0","0"
"531","50","4","50","10","3","5","5","45","38","48"
"532","50","4","50","10","3","5","5","101","38","58"
"527","50","4","50","10","3","5","5","1282","0","0"
"533","50","4","50","10","3","5","5","121","38","54"
"535","50","4","50","10","3","5","5","89","38","52"
"534","50","4","50","10","3","5","5","27","38","56"
"530","50","4","50","10","3","5","5","1135","0","0"
"529","50","4","50","10","3","5","5","1409","0","0"
"536","50","4","50","10","3","5","5","1033","0","0"
"538","50","4","50","10","3","5","5","828","0","0"
"541","50","4","50","10","3","5","5","66","38","55"
"539","50","4","50","10","3","5","5","1184","0","0"
"543","50","4","50","10","3","5","5","105","38","42"
"544","50","4","50","10","3","5","5","56","39","53"
"540","50","4","50","10","3","5","5","1490","0","0"
"545","50","4","50","10","3","5","5","762","0","0"
"537","50","4","50","10","3","5","5","1328","0","0"
"548","50","4","50","10","3","5","5","81","38","49"
"542","50","4","50","10","3","5","5","1925","0","0"
"546","50","4","50","10","3","5","5","797","0","0"
"547","50","4","50","10","3","5","5","853","0","0"
"550","50","4","50","10","3","5","5","87","38","47"
"552","50","4","55","10","3","5","5","98","38","45"
"554","50","4","55","10","3","5","5","48","38","58"
"551","50","4","55","10","3","5","5","1370","0","0"
"553","50","4","55","10","3","5","5","1583","0","0"
"555","50","4","55","10","3","5","5","1203","0","0"
"558","50","4","55","10","3","5","5","85","38","51"
"549","50","4","50","10","3","5","5","1082","0","0"
